source,target
Reddsaidit,TheEllenShow
billyeichner,TheEllenShow
TheEllenShow,billyeichner
JimGaffigan,TheEllenShow
TheEllenShow,JimGaffigan
PreetBharara,TheEllenShow
TheEllenShow,MMFlint
franklinleonard,TheEllenShow
aliamjadrizvi,TheEllenShow
edgarwright,TheEllenShow
TheEllenShow,edgarwright
SusannaFogel,TheEllenShow
yunamusic,TheEllenShow
Kinglimaa,TheEllenShow
BenSPLATT,TheEllenShow
TheEllenShow,BenSPLATT
rakeshsatyal,TheEllenShow
StephenRDaw,TheEllenShow
TheEllenShow,AvanJogia
michaelsmith,TheEllenShow
TheEllenShow,michaelsmith
mandamanda___,TheEllenShow
MikeDrucker,TheEllenShow
jk_rowling,TheEllenShow
TheEllenShow,jk_rowling
TheEllenShow,iamledgin
TheEllenShow,charltonbrooker
RachelFeinstein,TheEllenShow
TheEllenShow,JohnLeguizamo
MarkDuplass,TheEllenShow
VanJones68,TheEllenShow
TheEllenShow,VanJones68
Complex,TheEllenShow
TheEllenShow,Complex
marquezjesso,TheEllenShow
TheEllenShow,NPR
LewisHowes,TheEllenShow
TheEllenShow,LewisHowes
TheEllenShow,Gladwell
mholland85,TheEllenShow
TheEllenShow,amritsingh
aspiegelnpr,TheEllenShow
janellejcomic,TheEllenShow
iJesseWilliams,TheEllenShow
lildickytweets,TheEllenShow
TheEllenShow,lildickytweets
ingridnilsen,TheEllenShow
joshrogin,TheEllenShow
sethmeyers,TheEllenShow
TheEllenShow,sethmeyers
MrGeorgeWallace,TheEllenShow
DaveedDiggs,TheEllenShow
garyvee,TheEllenShow
TheEllenShow,garyvee
dpmeyer,TheEllenShow
farantahir_,TheEllenShow
hopesolo,TheEllenShow
TheEllenShow,hopesolo
AnandWrites,TheEllenShow
chancetherapper,TheEllenShow
TheEllenShow,chancetherapper
Lilly,TheEllenShow
TheEllenShow,Lilly
brokemogul,TheEllenShow
TheEllenShow,ThaboSefolosha
TheEllenShow,bomani_jones
TheEllenShow,LenaWaithe
TheEllenShow,kendricklamar
TheEllenShow,NickKristof
ryanleslie,TheEllenShow
TheEllenShow,ryanleslie
HEIRMJ,TheEllenShow
djkhaled,TheEllenShow
TheEllenShow,djkhaled
TheEllenShow,ayeshacurry
TheEllenShow,michaelb4jordan
IanMcKellen,TheEllenShow
TheEllenShow,anildash
TheEllenShow,EugeneMirman
ShahanR,TheEllenShow
NinaDavuluri,TheEllenShow
Andrea_Simmons,TheEllenShow
showtoones,TheEllenShow
iamcolinquinn,TheEllenShow
TheEllenShow,iamcolinquinn
showmetheravi,TheEllenShow
humansofny,TheEllenShow
Lin_Manuel,TheEllenShow
TheEllenShow,Lin_Manuel
ChrisGethard,TheEllenShow
TheEllenShow,ChrisGethard
oldmanebro,TheEllenShow
ajjacobs,TheEllenShow
melissamccarthy,TheEllenShow
TheEllenShow,melissamccarthy
jamesmiglehart,TheEllenShow
GBerlanti,TheEllenShow
AngeloLozada66,TheEllenShow
prattprattpratt,TheEllenShow
TheEllenShow,prattprattpratt
rastphan,TheEllenShow
paulfeig,TheEllenShow
TheEllenShow,paulfeig
GlitterCheese,TheEllenShow
ismat,TheEllenShow
RonanFarrow,TheEllenShow
Zeyba,TheEllenShow
TheEllenShow,joshgondelman
TheEllenShow,robcorddry
kristenschaaled,TheEllenShow
TheEllenShow,kristenschaaled
TheEllenShow,timcarvell
AymanM,TheEllenShow
TheEllenShow,iamjohnoliver
rabiasquared,TheEllenShow
heyrubes_,TheEllenShow
raminhedayati,TheEllenShow
Variety,TheEllenShow
TheEllenShow,Variety
dopequeenpheebs,TheEllenShow
hodgman,TheEllenShow
TheEllenShow,hodgman
ComedyCellarUSA,TheEllenShow
SopanDeb,KimKap
KimKap,SopanDeb
KimKap,bessbell
KimKap,ezraklein
KimKap,TiffanyHaddish
KimKap,THEKIDMERO
KimKap,patriotact
KimKap,ACLU
KimKap,BarackObama
KimKap,nytimes
KimKap,Sethrogen
KimKap,kathygriffin
KimKap,GQMagazine
KimKap,StephenAtHome
KimKap,ColinJost
KimKap,billyeichner
KimKap,JimGaffigan
KimKap,finkd
KimKap,BRANDONWARDELL
sophchang,pronounced_ing
sophchang,jennyhan
ACLU,sophchang
sophchang,BarackObama
sophchang,nytimes
sophchang,maddow
sophchang,StephenAtHome
sophchang,PreetBharara
sophchang,Kaepernick7
sophchang,JohnLeguizamo
johnlegend,voxdotcom
ColeEscola,voxdotcom
shresnik,voxdotcom
TVietor08,voxdotcom
TheSamhita,voxdotcom
SheilaVee,voxdotcom
TheDweck,voxdotcom
thatchriskelly,voxdotcom
N_C_B,voxdotcom
voxdotcom,nytimes
maddow,voxdotcom
FullFrontalSamB,voxdotcom
zachdilanzo,voxdotcom
DevDell,voxdotcom
seanogallagher,voxdotcom
Samanth_S,voxdotcom
mrmedina,voxdotcom
MamoudouNDiaye,voxdotcom
JuleykaLantigua,voxdotcom
PreetBharara,voxdotcom
eveewing,voxdotcom
franklinleonard,voxdotcom
aliamjadrizvi,voxdotcom
yunamusic,voxdotcom
iffykaysar,voxdotcom
StephenRDaw,voxdotcom
AvanJogia,voxdotcom
michaelsmith,voxdotcom
ava,voxdotcom
VaynerMedia,voxdotcom
JohnLeguizamo,voxdotcom
DanAmira,voxdotcom
alexwagner,voxdotcom
voxdotcom,NPR
RickFamuyiwa,voxdotcom
MsEmmaBowman,voxdotcom
ianbremmer,voxdotcom
aspiegelnpr,voxdotcom
iJesseWilliams,voxdotcom
joshrogin,voxdotcom
dpmeyer,voxdotcom
mehdirhasan,voxdotcom
SenSanders,voxdotcom
BernieSanders,voxdotcom
AnandWrites,voxdotcom
UnitedBlackout,voxdotcom
gkhamba,voxdotcom
Dreamville,voxdotcom
rameswaram,voxdotcom
voxdotcom,rameswaram
EugeneMirman,voxdotcom
Andrea_Simmons,voxdotcom
abrahamjoseph,voxdotcom
bfishbfish,voxdotcom
SpecialRepMC,voxdotcom
fakedansavage,voxdotcom
chrislhayes,voxdotcom
oldmanebro,voxdotcom
GBerlanti,voxdotcom
ismat,voxdotcom
Zeyba,voxdotcom
AymanM,voxdotcom
raminhedayati,voxdotcom
Variety,voxdotcom
philiplord,voxdotcom
HallieHaglund,voxdotcom
mileskahn,voxdotcom
TheDailyShow,voxdotcom
larrywilmore,voxdotcom
JessicaPilot212,voxdotcom
Trevornoah,voxdotcom
jessetyler,TiffanyHaddish
johnlegend,TiffanyHaddish
TiffanyHaddish,johnlegend
alyankovic,TiffanyHaddish
GabbySidibe,TiffanyHaddish
adampally,TiffanyHaddish
JasonRitter,TiffanyHaddish
kenjeong,TiffanyHaddish
JayPharoah,TiffanyHaddish
TVietor08,TiffanyHaddish
TheSamhita,TiffanyHaddish
tomsegura,TiffanyHaddish
TiffanyHaddish,tomsegura
jimmykimmel,TiffanyHaddish
TiffanyHaddish,jimmykimmel
jackwhitehall,TiffanyHaddish
jenflanz,TiffanyHaddish
TheDweck,TiffanyHaddish
Jokoy,TiffanyHaddish
TiffanyHaddish,attell
ACLU,TiffanyHaddish
TiffanyHaddish,BarackObama
Sethrogen,TiffanyHaddish
TiffanyHaddish,Sethrogen
kathygriffin,TiffanyHaddish
TiffanyHaddish,kathygriffin
GQMagazine,TiffanyHaddish
BlairImani,TiffanyHaddish
colbertlateshow,TiffanyHaddish
TiffanyHaddish,colbertlateshow
TiffanyHaddish,StephenAtHome
DevDell,TiffanyHaddish
nbcsnl,TiffanyHaddish
TiffanyHaddish,nbcsnl
bejohnce,TiffanyHaddish
MamoudouNDiaye,TiffanyHaddish
Felonious_munk,TiffanyHaddish
Reddsaidit,TiffanyHaddish
billyeichner,TiffanyHaddish
PreetBharara,TiffanyHaddish
franklinleonard,TiffanyHaddish
edgarwright,TiffanyHaddish
rakeshsatyal,TiffanyHaddish
mallika_rao,TiffanyHaddish
CariChampion,TiffanyHaddish
ava,TiffanyHaddish
TiffanyHaddish,ava
RachelFeinstein,TiffanyHaddish
TiffanyHaddish,RachelFeinstein
seanseaevans,TiffanyHaddish
TiffanyHaddish,seanseaevans
LewisHowes,TiffanyHaddish
mholland85,TiffanyHaddish
BKBMG,TiffanyHaddish
SacramentoKings,THEKIDMERO
thatchriskelly,SacramentoKings
SacramentoKings,thatchriskelly
MB3FIVE,SacramentoKings
SacramentoKings,MB3FIVE
BarackObama,SacramentoKings
SacramentoKings,BarackObama
SacramentoKings,nytimes
SacramentoKings,LastWeekTonight
dissectpodcast,SacramentoKings
SacramentoKings,SheaSerrano
SacramentoKings,VaynerMedia
SacramentoKings,Complex
NPR,SacramentoKings
SacramentoKings,NPR
LewisHowes,SacramentoKings
SacramentoKings,LewisHowes
MsEmmaBowman,SacramentoKings
ringer,SacramentoKings
SacramentoKings,ringer
SacramentoKings,hopesolo
SacramentoKings,djkhaled
SacramentoKings,JordanPeele
NinaDavuluri,SacramentoKings
SacramentoKings,NinaDavuluri
GrantNapearshow,SacramentoKings
SacramentoKings,GrantNapearshow
CarmichaelDave,SacramentoKings
SacramentoKings,CarmichaelDave
ambarella,SacramentoKings
talkhoops,SacramentoKings
SacramentoKings,talkhoops
SacramentoKings,iamjohnoliver
heyrubes_,SacramentoKings
Variety,SacramentoKings
TheSamhita,TVietor08
tomsegura,TVietor08
TVietor08,THEKIDMERO
jennyhan,TVietor08
davidiserson,TVietor08
thatchriskelly,TVietor08
TVietor08,BarackObama
TVietor08,nytimes
maddow,TVietor08
TVietor08,maddow
kathygriffin,TVietor08
BlairImani,TVietor08
TVietor08,BlairImani
colbertlateshow,TVietor08
TVietor08,colbertlateshow
TVietor08,StephenAtHome
billyeichner,TVietor08
TVietor08,billyeichner
PreetBharara,TVietor08
TVietor08,PreetBharara
mikehofman,TVietor08
TVietor08,eveewing
franklinleonard,TVietor08
TVietor08,franklinleonard
TVietor08,Kaepernick7
TVietor08,BarryJenkins
StephenRDaw,TVietor08
mandamanda___,TVietor08
TVietor08,SheaSerrano
TVietor08,ava
ditzkoff,TVietor08
TVietor08,ditzkoff
TVietor08,realDonaldTrump
TVietor08,levie
DanAmira,TVietor08
TVietor08,DanAmira
alexwagner,TVietor08
TVietor08,alexwagner
TVietor08,NPR
TVietor08,Gladwell
TVietor08,declanwalsh
mholland85,TVietor08
amritsingh,TVietor08
joshrogin,TVietor08
TVietor08,joshrogin
sethmeyers,TVietor08
TVietor08,sethmeyers
stevejang,TVietor08
ringer,TVietor08
TVietor08,ringer
TVietor08,JustinTrudeau
mehdirhasan,TVietor08
TVietor08,mehdirhasan
TVietor08,SenSanders
TVietor08,BernieSanders
katepurchase,TVietor08
TVietor08,chancetherapper
davidiserson,jimmykimmel
thatchriskelly,jimmykimmel
attell,jimmykimmel
jimmykimmel,attell
MB3FIVE,jimmykimmel
ACLU,jimmykimmel
jimmykimmel,BarackObama
jimmykimmel,maddow
Sethrogen,jimmykimmel
jimmykimmel,Sethrogen
kathygriffin,jimmykimmel
jimmykimmel,kathygriffin
GQMagazine,jimmykimmel
jimmykimmel,GQMagazine
colbertlateshow,jimmykimmel
jimmykimmel,colbertlateshow
zachdilanzo,jimmykimmel
elizacossio,jimmykimmel
DevDell,jimmykimmel
ColinJost,jimmykimmel
mattingebretson,jimmykimmel
paulshipper,jimmykimmel
bejohnce,jimmykimmel
jimmykimmel,bejohnce
billyeichner,jimmykimmel
jimmykimmel,billyeichner
JimGaffigan,jimmykimmel
PreetBharara,jimmykimmel
franklinleonard,jimmykimmel
aliamjadrizvi,jimmykimmel
SamHeughan,jimmykimmel
edgarwright,jimmykimmel
yunamusic,jimmykimmel
thevirdas,jimmykimmel
mandamanda___,jimmykimmel
MikeDrucker,jimmykimmel
ava,jimmykimmel
ditzkoff,jimmykimmel
iamledgin,jimmykimmel
JohnLeguizamo,jimmykimmel
MarkDuplass,jimmykimmel
jimmykimmel,MarkDuplass
VanJones68,jimmykimmel
jimmykimmel,VanJones68
DanAmira,jimmykimmel
RickFamuyiwa,jimmykimmel
BlazerRamon,jimmykimmel
iJesseWilliams,jimmykimmel
joshrogin,jimmykimmel
sethmeyers,jimmykimmel
jimmykimmel,sethmeyers
MrGeorgeWallace,jimmykimmel
DaveedDiggs,jimmykimmel
dpmeyer,jimmykimmel
ringer,jimmykimmel
paulwdowns,jimmykimmel
hopesolo,jimmykimmel
jimmykimmel,SenSanders
AnandWrites,jimmykimmel
Lilly,jimmykimmel
brokemogul,jimmykimmel
gkhamba,jimmykimmel
JeffreyGurian,jimmykimmel
jimmykimmel,kendricklamar
KillerMike,jimmykimmel
nathanfielder,jimmykimmel
jimmykimmel,nathanfielder
djkhaled,jimmykimmel
jimmykimmel,djkhaled
JensenKarp,jimmykimmel
jimmykimmel,JensenKarp
JordanPeele,jimmykimmel
jimmykimmel,JordanPeele
IanMcKellen,jimmykimmel
thismyshow,jimmykimmel
Andrea_Simmons,jimmykimmel
iamcolinquinn,jimmykimmel
jimmykimmel,iamcolinquinn
roywoodjr,jimmykimmel
ronnychieng,jimmykimmel
jimmykimmel,ronnychieng
Lin_Manuel,jimmykimmel
jimmykimmel,Lin_Manuel
ChrisGethard,jimmykimmel
EasyPri,jimmykimmel
ajjacobs,jimmykimmel
melissamccarthy,jimmykimmel
jimmykimmel,melissamccarthy
jamesmiglehart,jimmykimmel
tompapa,jimmykimmel
AngeloLozada66,jimmykimmel
prattprattpratt,jimmykimmel
jimmykimmel,prattprattpratt
dherzog77,jimmykimmel
rastphan,jimmykimmel
ComedyGroupie,jimmykimmel
GlitterCheese,jimmykimmel
RonanFarrow,jimmykimmel
jimmykimmel,RonanFarrow
robcorddry,jimmykimmel
danielradosh,jimmykimmel
AymanM,jimmykimmel
rabiasquared,jimmykimmel
Apey,jimmykimmel
raminhedayati,jimmykimmel
Variety,jimmykimmel
almadrigal,jimmykimmel
philiplord,jimmykimmel
rianjohnson,jimmykimmel
jimmykimmel,rianjohnson
jimmykimmel,billburr
mileskahn,jimmykimmel
hodgman,jimmykimmel
brennanshroff,jimmykimmel
ComedyCellarUSA,jimmykimmel
morninggloria,jimmykimmel
jimmykimmel,morninggloria
JSim07,jimmykimmel
jimmykimmel,TheDailyShow
JessicaPilot212,jimmykimmel
AdamLowitt,jimmykimmel
jordanklepper,jimmykimmel
davidiserson,gabegundacker
gabegundacker,TheDweck
gabegundacker,ACLU
gabegundacker,BarackObama
Sethrogen,gabegundacker
gabegundacker,Sethrogen
gabegundacker,StephenAtHome
gabegundacker,mattingebretson
gabegundacker,bejohnce
billyeichner,gabegundacker
gabegundacker,billyeichner
JimGaffigan,gabegundacker
gabegundacker,JimGaffigan
gabegundacker,A24
edgarwright,gabegundacker
gabegundacker,edgarwright
BenSPLATT,gabegundacker
gabegundacker,BenSPLATT
gabegundacker,jk_rowling
gabegundacker,ditzkoff
gabegundacker,realDonaldTrump
BRANDONWARDELL,gabegundacker
gabegundacker,BRANDONWARDELL
MsEmmaBowman,gabegundacker
gabegundacker,iJesseWilliams
gabegundacker,SenSanders
gabegundacker,BernieSanders
gabegundacker,kendricklamar
nathanfielder,gabegundacker
gabegundacker,nathanfielder
JensenKarp,gabegundacker
gabegundacker,JordanPeele
rameswaram,gabegundacker
gabegundacker,EugeneMirman
electrolemon,gabegundacker
gabegundacker,electrolemon
gabegundacker,Lin_Manuel
gabegundacker,ChrisGethard
jamesmiglehart,gabegundacker
gabegundacker,jamesmiglehart
AkilahObviously,gabegundacker
RonanFarrow,gabegundacker
gabegundacker,RonanFarrow
rabiasquared,gabegundacker
gabegundacker,philiplord
gabegundacker,rianjohnson
OnePerfectShot,gabegundacker
gabegundacker,OnePerfectShot
brandonjinx,THEKIDMERO
THEKIDMERO,brandonjinx
dstfelix,THEKIDMERO
patriotact,THEKIDMERO
N_C_B,THEKIDMERO
THEKIDMERO,N_C_B
hodakatebi,patriotact
hodakatebi,TheDweck
hodakatebi,nbcsnl
hodakatebi,AnikKhan_
GuzKhanOfficial,hodakatebi
eveewing,hodakatebi
hodakatebi,eveewing
hodakatebi,Kaepernick7
hodakatebi,yunamusic
hodakatebi,EdgeofSports
DreamsickJustin,hodakatebi
ramy,hodakatebi
hodakatebi,ramy
hodakatebi,mehdirhasan
hodakatebi,BernieSanders
hodakatebi,chancetherapper
hodakatebi,kendricklamar
TheNarcicyst,hodakatebi
hodakatebi,TheNarcicyst
MazMHussain,hodakatebi
hodakatebi,MazMHussain
ismat,hodakatebi
Zeyba,hodakatebi
hodakatebi,lsarsour
alicewetterlund,hodakatebi
baluchx,hodakatebi
hodakatebi,baluchx
hodakatebi,TheDailyShow
patriotact,nytimes
FullFrontalSamB,patriotact
colbertlateshow,patriotact
DevDell,patriotact
GuzKhanOfficial,patriotact
MamoudouNDiaye,patriotact
aliamjadrizvi,patriotact
MitchyD,patriotact
iffykaysar,patriotact
mallika_rao,patriotact
patriotact,mallika_rao
patriotact,ludwiggoransson
DanAmira,patriotact
davidrocknyc,patriotact
patriotact,NPR
DreamsickJustin,patriotact
MsEmmaBowman,patriotact
garyvee,patriotact
dpmeyer,patriotact
katepurchase,patriotact
AnandWrites,patriotact
patriotact,Lilly
joshluber,patriotact
thismyshow,patriotact
Andrea_Simmons,patriotact
oldmanebro,patriotact
AymanM,patriotact
raminhedayati,patriotact
patriotact,dopequeenpheebs
patriotact,hodgman
baluchx,patriotact
davidiserson,TheDweck
davidiserson,BarackObama
davidiserson,maddow
davidiserson,Sethrogen
davidiserson,bejohnce
davidiserson,billyeichner
mikehofman,davidiserson
franklinleonard,davidiserson
davidiserson,franklinleonard
amritsingh,ringer
amritsingh,mehdirhasan
amritsingh,BernieSanders
amritsingh,chancetherapper
brokemogul,amritsingh
amritsingh,brokemogul
amritsingh,NickKristof
ambarella,amritsingh
amritsingh,chrislhayes
amritsingh,iamjohnoliver
Variety,amritsingh
amritsingh,Variety
BlazerRamon,janellejcomic
ramy,BlazerRamon
BlazerRamon,ramy
MrGeorgeWallace,BlazerRamon
BlazerRamon,MrGeorgeWallace
BlazerRamon,chancetherapper
JeffreyGurian,BlazerRamon
BlazerRamon,KillerMike
BlazerRamon,EugeneMirman
roywoodjr,BlazerRamon
BlazerRamon,roywoodjr
ChrisGethard,BlazerRamon
BlazerRamon,ChrisGethard
jsmooth995,BlazerRamon
ComedyGroupie,BlazerRamon
BlazerRamon,ComedyGroupie
GlitterCheese,BlazerRamon
BlazerRamon,GlitterCheese
joshgondelman,BlazerRamon
BlazerRamon,joshgondelman
Variety,BlazerRamon
almadrigal,BlazerRamon
BlazerRamon,almadrigal
BlazerRamon,billburr
tedalexandro,BlazerRamon
BlazerRamon,tedalexandro
joshrogin,ianbremmer
ianbremmer,joshrogin
ianbremmer,garyvee
mehdirhasan,ianbremmer
BernieSanders,ianbremmer
telfordk,ianbremmer
AnandWrites,ianbremmer
ianbremmer,AnandWrites
brokemogul,ianbremmer
NickKristof,ianbremmer
ianbremmer,NickKristof
davidfolkenflik,ianbremmer
ianbremmer,davidfolkenflik
ianbremmer,chrislhayes
humansofny,ianbremmer
RonanFarrow,ianbremmer
DreamsickJustin,BRANDONWARDELL
MsEmmaBowman,BRANDONWARDELL
BlazerRamon,BRANDONWARDELL
BRANDONWARDELL,BlazerRamon
ramy,BRANDONWARDELL
BRANDONWARDELL,ramy
solomongeorgio,BRANDONWARDELL
BRANDONWARDELL,solomongeorgio
MrGeorgeWallace,BRANDONWARDELL
BRANDONWARDELL,MrGeorgeWallace
paulwdowns,BRANDONWARDELL
BRANDONWARDELL,paulwdowns
BRANDONWARDELL,SenSanders
isaiahlester,BRANDONWARDELL
BRANDONWARDELL,isaiahlester
BRANDONWARDELL,BernieSanders
Apey,BRANDONWARDELL
BRANDONWARDELL,Apey
philiplord,BRANDONWARDELL
BRANDONWARDELL,philiplord
dopequeenpheebs,BRANDONWARDELL
BRANDONWARDELL,dopequeenpheebs
tedalexandro,BRANDONWARDELL
BRANDONWARDELL,tedalexandro
JenaFriedman,BRANDONWARDELL
BRANDONWARDELL,JenaFriedman
morninggloria,BRANDONWARDELL
BRANDONWARDELL,morninggloria
alicewetterlund,BRANDONWARDELL
BRANDONWARDELL,alicewetterlund
JessicaPilot212,BRANDONWARDELL
NPR,Gladwell
MsEmmaBowman,NPR
amritsingh,NPR
ianbremmer,NPR
aspiegelnpr,NPR
NPR,aspiegelnpr
iJesseWilliams,NPR
joshrogin,NPR
stevejang,NPR
aspiegelnpr,Gladwell
iJesseWilliams,Gladwell
joshrogin,Gladwell
sethmeyers,Gladwell
MrGeorgeWallace,Gladwell
garyvee,Gladwell
ringer,Gladwell
AnandWrites,Gladwell
Variety,Gladwell
RoryAlbanese,Gladwell
JSim07,Gladwell
larrywilmore,Gladwell
JessicaPilot212,Gladwell
MsEmmaBowman,goodreads
MsEmmaBowman,aspiegelnpr
MsEmmaBowman,sethmeyers
MsEmmaBowman,ringer
MsEmmaBowman,JustinTrudeau
MsEmmaBowman,SenSanders
MsEmmaBowman,BernieSanders
MsEmmaBowman,chancetherapper
MsEmmaBowman,iamjohnoliver
MsEmmaBowman,Variety
MsEmmaBowman,hodgman
MsEmmaBowman,morninggloria
MsEmmaBowman,TheDailyShow
JessicaPilot212,MsEmmaBowman
MsEmmaBowman,JessicaPilot212
MsEmmaBowman,Trevornoah
iJesseWilliams,BKBMG
BKBMG,iJesseWilliams
MrGeorgeWallace,BKBMG
chancetherapper,BKBMG
Variety,BKBMG
zainabjohnson,BKBMG
hodgman,BKBMG
JessicaPilot212,BKBMG
joshrogin,goodreads
MrGeorgeWallace,goodreads
AnandWrites,goodreads
rabiasquared,goodreads
Variety,goodreads
philiplord,goodreads
dopequeenpheebs,goodreads
garyvee,Krewella
Krewella,BernieSanders
Variety,Krewella
amritsingh,ringer
amritsingh,mehdirhasan
amritsingh,BernieSanders
amritsingh,chancetherapper
amritsingh,iamjohnoliver
Variety,amritsingh
amritsingh,Variety
BlazerRamon,janellejcomic
ramy,BlazerRamon
BlazerRamon,ramy
MrGeorgeWallace,BlazerRamon
BlazerRamon,MrGeorgeWallace
BlazerRamon,chancetherapper
Variety,BlazerRamon
almadrigal,BlazerRamon
BlazerRamon,almadrigal
BlazerRamon,billburr
tedalexandro,BlazerRamon
BlazerRamon,tedalexandro
joshrogin,ianbremmer
ianbremmer,joshrogin
ianbremmer,garyvee
mehdirhasan,ianbremmer
BernieSanders,ianbremmer
telfordk,ianbremmer
AnandWrites,ianbremmer
ianbremmer,AnandWrites
rabiasquared,ianbremmer
Variety,ianbremmer
hodgman,ianbremmer
ianbremmer,hodgman
ianbremmer,morninggloria
SarahTreem,ianbremmer
ianbremmer,TheDailyShow
JessicaPilot212,ianbremmer
Trevornoah,ianbremmer
ianbremmer,Trevornoah
jordanklepper,ianbremmer
RogueTerritory,iamjohnoliver
aspiegelnpr,ringer
aspiegelnpr,SenSanders
aspiegelnpr,BernieSanders
aspiegelnpr,AnandWrites
aspiegelnpr,chancetherapper
aspiegelnpr,iamjohnoliver
Variety,aspiegelnpr
hodgman,aspiegelnpr
aspiegelnpr,RoryAlbanese
morninggloria,aspiegelnpr
aspiegelnpr,morninggloria
JessicaPilot212,aspiegelnpr
janellejcomic,iJesseWilliams
janellejcomic,sethmeyers
ramy,janellejcomic
janellejcomic,ramy
solomongeorgio,janellejcomic
janellejcomic,solomongeorgio
janellejcomic,robinthede
isaiahlester,janellejcomic
janellejcomic,isaiahlester
janellejcomic,BernieSanders
janellejcomic,chancetherapper
Apey,janellejcomic
janellejcomic,Apey
Variety,janellejcomic
janellejcomic,Variety
janellejcomic,HallieHaglund
dopequeenpheebs,janellejcomic
janellejcomic,dopequeenpheebs
zainabjohnson,janellejcomic
janellejcomic,zainabjohnson
janellejcomic,billburr
sammorril,janellejcomic
janellejcomic,sammorril
janellejcomic,ComedyCellarUSA
mattkoff,janellejcomic
janellejcomic,mattkoff
tedalexandro,janellejcomic
janellejcomic,tedalexandro
janellejcomic,JenaFriedman
morninggloria,janellejcomic
janellejcomic,morninggloria
alicewetterlund,janellejcomic
janellejcomic,alicewetterlund
Vasu,garyvee
Vasu,ringer
Variety,ingridnilsen
jinajones,ingridnilsen
joshrogin,sethmeyers
joshrogin,garyvee
joshrogin,ringer
joshrogin,JustinTrudeau
mehdirhasan,joshrogin
joshrogin,mehdirhasan
joshrogin,hopesolo
joshrogin,SenSanders
joshrogin,BernieSanders
telfordk,joshrogin
joshrogin,AnandWrites
joshrogin,iamjohnoliver
rabiasquared,joshrogin
joshrogin,rabiasquared
joshrogin,jonesinforjason
Variety,joshrogin
joshrogin,Variety
joshrogin,almadrigal
joshrogin,dopequeenpheebs
joshrogin,billburr
mileskahn,joshrogin
joshrogin,hodgman
joshrogin,OnePerfectShot
joshrogin,morninggloria
joshrogin,TheDailyShow
joshrogin,larrywilmore
joshrogin,Trevornoah
ramy,sethmeyers
sethmeyers,ramy
solomongeorgio,sethmeyers
MrGeorgeWallace,sethmeyers
sethmeyers,MrGeorgeWallace
garyvee,sethmeyers
paulwdowns,sethmeyers
mehdirhasan,sethmeyers
sethmeyers,mehdirhasan
hopesolo,sethmeyers
sethmeyers,hopesolo
SenSanders,sethmeyers
AnandWrites,sethmeyers
sethmeyers,chancetherapper
BergerWorld,sethmeyers
iamjohnoliver,sethmeyers
sethmeyers,iamjohnoliver
graceofwrath,sethmeyers
raminhedayati,sethmeyers
Variety,sethmeyers
almadrigal,sethmeyers
sethmeyers,almadrigal
philiplord,sethmeyers
sethmeyers,philiplord
dopequeenpheebs,sethmeyers
billburr,sethmeyers
sethmeyers,billburr
mileskahn,sethmeyers
hodgman,sethmeyers
sethmeyers,hodgman
ComedyCellarUSA,sethmeyers
sethmeyers,ComedyCellarUSA
RoryAlbanese,sethmeyers
sethmeyers,RoryAlbanese
mattkoff,sethmeyers
JenaFriedman,sethmeyers
sethmeyers,JenaFriedman
OnePerfectShot,sethmeyers
sethmeyers,OnePerfectShot
JSim07,sethmeyers
TheDailyShow,sethmeyers
JessicaPilot212,sethmeyers
jinajones,sethmeyers
AdamLowitt,sethmeyers
jordanklepper,sethmeyers
sethmeyers,jordanklepper
solomongeorgio,ramy
mehdirhasan,ramy
ramy,mehdirhasan
ramy,SenSanders
ramy,AnandWrites
ramy,rabiasquared
raminhedayati,ramy
Variety,ramy
mileskahn,ramy
sammorril,ramy
ramy,sammorril
ComedyCellarUSA,ramy
ramy,ComedyCellarUSA
baluchx,ramy
ramy,baluchx
JessicaPilot212,ramy
ramy,JessicaPilot212
solomongeorgio,MrGeorgeWallace
solomongeorgio,robinthede
tedtremper,solomongeorgio
solomongeorgio,tedtremper
solomongeorgio,BernieSanders
solomongeorgio,iamjohnoliver
Apey,solomongeorgio
solomongeorgio,Apey
solomongeorgio,Variety
dopequeenpheebs,solomongeorgio
solomongeorgio,dopequeenpheebs
mileskahn,solomongeorgio
hodgman,solomongeorgio
solomongeorgio,hodgman
alicewetterlund,solomongeorgio
solomongeorgio,alicewetterlund
JessicaPilot212,solomongeorgio
solomongeorgio,Trevornoah
dpmeyer,MrGeorgeWallace
MrGeorgeWallace,dpmeyer
paulwdowns,MrGeorgeWallace
MrGeorgeWallace,robinthede
MrGeorgeWallace,SenSanders
MrGeorgeWallace,iamjohnoliver
rabiasquared,MrGeorgeWallace
MrGeorgeWallace,rabiasquared
Apey,MrGeorgeWallace
MrGeorgeWallace,Apey
Variety,MrGeorgeWallace
MrGeorgeWallace,Variety
almadrigal,MrGeorgeWallace
MrGeorgeWallace,almadrigal
philiplord,MrGeorgeWallace
MrGeorgeWallace,philiplord
rianjohnson,MrGeorgeWallace
MrGeorgeWallace,rianjohnson
MrGeorgeWallace,billburr
mileskahn,MrGeorgeWallace
MrGeorgeWallace,mileskahn
MrGeorgeWallace,hodgman
sammorril,MrGeorgeWallace
ComedyCellarUSA,MrGeorgeWallace
MrGeorgeWallace,ComedyCellarUSA
RoryAlbanese,MrGeorgeWallace
